,z1,z2,z3,z4,z5,z6,z7,z8
UGA,0.04945055606996414,0.012670232288805419,0.007816971091207473,0.005846723644764749,0.013249887523143069,0.010407127648708766,0.0069782641992870076,0.004518575124817325
UKR,-0.19020201188546035,-0.2193596388610623,0.13461805384106673,0.1712780739272016,0.1042762493487705,-0.016492314515957902,-0.01970961999604453,0.02363232302187041
URY,-0.07421134489221352,0.0387831352899656,0.09027214658306808,0.037150311136221394,-0.03142943087612884,-0.05502202522893627,0.03834192128554904,-0.017179041549876494
USA,-0.014924698433566539,-0.022266314262992765,-0.0035894475389020484,0.05307505193659193,-0.01738918717053267,-0.09903379303198934,-0.020110543082366386,-0.005479634896699107
UZB,0.047231986102935546,0.006378862672135607,0.01107443971788938,0.0008455533138108613,0.015188527656867236,0.007255896906489545,0.01679008810250356,-0.001934260097258008
VCT,0.04870895043881882,-0.023110004878705938,-0.025491260117030498,0.033296161219542854,-0.003036545395530581,-0.027726072210096337,-0.025767847225105778,0.007826441271823324
VEN,0.01104095882053679,0.023035356098665447,-0.009483554526611326,-0.017111305230026137,-0.021484661894860337,0.036512819139655595,-0.0043404757286842795,-0.0028116621072616517
VGB,0.007872097265894648,0.03879963456327865,0.03371235087815671,0.09732988926962292,0.04243999711808018,-0.22096974245278656,-0.0028658181232501067,0.008260231005843848
VIR,-0.07129512387445916,0.08772796222274969,-0.07943160140697912,-0.16170007184839247,-0.1389806567334465,0.12785016871638522,0.02800208964041539,-0.05372229168011494
VNM,0.024671576410625982,0.015988607258478112,0.0061187011237797545,0.008057681111414148,0.007888042993959557,0.006434167573462258,0.0019249132542603433,0.002712387527249703
VUT,0.044319157756774,0.016604371093534038,-0.0050233742169545435,-0.007553962580021313,0.014145945033179858,0.01021526962854176,0.0068198331429017425,-0.000966123311244407
WSM,0.006937620385710114,0.022336109451381803,0.03330249304327245,0.00684649666713728,-0.0852261320439168,0.020595941685632436,0.011564388806884452,0.017711898957239115
YEM,0.05321499333957117,0.011196817219138625,0.01012465612690055,0.008976265095181806,0.017785556268022897,0.004749177944170156,0.007006561733578361,0.005409413263559326
ZAF,0.03945181076780421,0.010601064289909735,0.005866727835677767,0.012864606991323722,0.01426741685390566,-0.008859390946238227,0.004635876612693341,0.0027713256958443906
ZMB,0.05208657385778769,0.012015314122503798,0.00987694916798559,0.010614999237244814,0.017028025257851142,0.004335537070288139,0.007008148553304864,0.006060331490630292
