,u1,u2,u3,u4,u5,u6,u7,u8
TUR,0.00866508470654679,-0.027577031943203763,0.018867776141256263,0.10795492285221119,0.041351240688901954,-0.055465511697272665,0.028749948076457494,0.023532006701225915
TZA,0.08985750082475043,-0.021010075850012196,-0.03397237216968468,0.010675709263015094,0.0757425024875919,-0.0003503869465008726,-0.06368259962233304,0.08121833424731337
UGA,0.0584827765975342,-0.037801181688734226,-0.01876355969087549,0.0882409136842652,0.09888323143945592,-0.019095641042275575,0.03582919771696293,0.06732566093468244
UKR,-0.1576671274095353,-0.12095030981799931,0.0345660022920604,0.15926551586460969,0.05659910346821726,0.13838832865334594,0.0592063660018152,0.040195011319028036
URY,0.011869597838535398,0.015381328768306576,0.05638194201990628,-0.0792073716557762,0.0035565092970418675,-0.03801791232310223,-0.01585662845488133,0.025610597302458415
USA,-0.04890135076758399,0.07744774693064786,-0.09934723770802106,0.08023922433142275,0.12021880697740733,-0.1755774569201707,0.015535414124928648,0.004677957093245851
UZB,0.019865150913569062,-0.02919015821532248,-0.017295667741202416,-0.03791378066944782,-0.08097598078450632,0.057574482141850354,0.03845148863662858,-0.024084732402128727
VCT,0.02513965790633547,0.018346802853756176,0.011804040933151311,-0.01542345716429881,0.01112133351019601,-0.075789568753033,-0.010467874980413365,0.04991228087009513
VEN,-0.0015161836599443335,0.03831600208812717,0.03715089475242208,0.09080798209614029,0.021321172129943836,-0.07320598988430377,0.11490909585839446,0.04311234352491475
VGB,-0.0026405737960679527,0.004002831316704797,0.03458106662802901,0.0031392002443229546,0.09241575963402206,-0.057872517212932746,-0.061528138180309555,-0.0035617219168968387
VIR,0.01473142778261177,0.005539097488128248,-0.012097194425121208,0.03618798320228216,-0.058084209834860484,0.009911066560349149,-0.004120419243160155,0.00783660506560677
VNM,0.01977361461993488,0.001809697346514237,0.004916886240957097,0.04648006918631457,-0.01942620581979974,-0.01435313547285648,-0.020143459197772443,0.036707463394466844
VUT,0.07038757764432685,0.0658802684681542,-0.013902811568670756,0.13444929246079412,0.008424607675288426,0.04287057937150503,-0.07074248818099922,-0.23992970039052308
WSM,0.04054213678664819,0.009287124655833956,0.032863958422139676,0.06773378389759989,-0.01314266038786729,0.04953261117876929,-0.011926151104691906,-0.00529939749290507
YEM,0.00942166740605965,-0.044890372902428595,-0.020674294470549248,0.0006891713111215556,-0.06342066233126209,0.07034822781685966,0.027368437806234085,-0.07410661428140469
ZAF,0.05487141165049712,-0.07528668942337122,-0.06071019341714908,-0.07687009430403421,-0.1071128840448268,-0.13479616992074897,0.06686654888143416,-0.16333732623461109
ZMB,0.07864213059060336,-0.0029398680761175944,-0.0023391265426522087,0.02501810461931912,0.052344484845292784,-0.018430683536720248,0.1161388260442332,-0.10023276887331634
